text,id,like_counts
回复周刊少年麻酱吉林晚上断电了，好几天了,4685783589983073,0
回复周刊少年麻酱辽吉黑各省都有停电的城市，只不过不是全省都停，我家这里也没有停，但也在时刻担心，因为说不定什么时候限电就限到自己头上了。,4685777072559278,1
回复因为三个省都没有做到达标，出现这种问题，来招破罐子破摔，也不是不可能,4685775579387405,3
回复王自闭中渣渣所以呢，你就代表三个省了吗？,4685772940643965,4
回复这还用通气儿，官场老套路了，17年河北治理污染问题就是这么干的,4685772726471472,2
回复靠房价挣的地方，东北怎么敢高攀东北长春月薪四五千，市区三环里二手房价不到一万，深圳二手房价七八万，请问你月薪有多少,4685772466423263,1
回复周刊少年麻酱人在东北，深圳朋友问我的时候我还不知道这事呢，反正我家没停过，但是朋友圈里有同事家里就停了，你不能因为问你朋友家里停没停就直接代表一个省市吧,4685771296999608,0
你们这也太难了吧,4685741663718326,53
马上就要供暖了，一停电循环泵补水泵就不动了，没有暖气没有空调，真的是要命,4685759393563259,36
我们这里今天早上九点停到现在还没来,4685747850051677,12
那你还行呢。我们都早上七点停到晚上十二点,4685758362031210,8
天啊这停的也太久了而且还是居民用电高峰时期,4686033352656121,0
艹，疫情停电没热水，这还咋活啊,4686001731799950,0
我们这更惨，早上九点多停，晚上九点来,4685957717034884,0
哎，振兴东北,4685790154851408,0
回复我要吃肉肉开门，查水表。,4686513521298649,0
回复那真的太惨了,4686040701346002,0
回复云杳杳十度已经开始冷了需要开空调了我这两天不开空调穿长袖长裤睡已经有点要感冒了这次停电主要是缺煤炭，所以真的很担心取暖,4686040260157375,0
回复云杳杳艹，疫情停电没热水，这还咋活啊,4686001870735519,0
回复云杳杳现在已经穿秋裤了,4685827677095962,1
回复云杳杳现在已经10度左右了背阳面的房间已经开始开暖风了,4685827101166205,0
回复丨只是一个喜欢你的小可爱丨那不能吧分段供暖可和限电完全两层次了咱大东北三九天要没暖气那不得要命了,4685816359815224,0
回复梅枝盛雪恨不得穿棉裤睡觉,4685782734080325,0
而且天很冷晚上睡觉插不了电褥子难受死了,4685782336143824,0
回复云杳杳一般10月底就给暖气啦要不太冷了,4685781920127041,2
回复云杳杳哎呀妈。冻的不行现在,4685779178100997,1
回复下班不爱回家的魔妮咔四五度，这也太冷了还没得暖气。,4685774371161510,1
回复云杳杳在北方3637度没空调也是可以活的，但是冷真的不行，会冻死人,4685768293090525,4
回复云杳杳会大批量死人,4685766800180849,2
回复元元啊可不么诶,4685760979271984,0
碾压？？？说出来真搞笑,4685944278222019,1
和这个没啥关系吧,4685857519567113,0
你这有点不自信了，多看看新闻联播吧,4685791467409990,3
我看报道澳洲占我国进口煤不到百分之3？,4685780553567907,4
回复刺客信条0608用煤炭限制为条件换回孟，我觉得国家应该不会做亏本买卖。长期来看吧，吾辈当自强,4685778585650654,0
回复无所谓的空这是错误的，必须要看到发达国家的有点，该学的还是要学的，目前我国确实不如欧美很多尖端技术也是不如他们的，例如半导体。。。盲目自大没有用。真的，醒醒吧，贸易战我们也是处于弱势地位，真的还没到那么强。,4685778259282180,4
回复翻滚中的钢蛋还刚到底，明明在拒绝单边主义，还在这刚，上边都说多少遍共同体了，还刚呢,4685769371291335,1
两件事能联系到一起？,4685757325247624,0
发展中国家而已,4685753289804292,29
怕是伤敌一百自损一千吧,4685750828532969,9
反正伤的不是大人们的民生，,4685740481446102,53
不应该嘲讽吗？全国都在限电，你看哪个城市限制民用电了？有人限制民用电你听说过限红绿灯和医院的？不还是懒政思维一刀切？凭什么不嘲讽？这次的事情就应该问责，把不干实事的干部都拉下来，把干事的弄上去,4685813915323868,26
内蒙限了两个月电了没说啥。东北停几个小时电，反应比台独还强烈。怪不得当初一枪没放丢东北。,4685747405197390,21
南方是南方电网，北方是国家电网，是两个系统，而且南方这边早就限企业用电了，以保证民用，东北那边停民用电,4685821979923525,5
东北政府不作为，东北网友经典骂国家骂南方，不是南方转移支付那么多资金，东北现在连养老金都发不起,4685748248250506,42
回复三河呦呦呦呦呦呦呦呦呦呦对的啊，看了评论我真的吃惊了，停电了就说要闹独立,4686025261845069,0
回复只有一刻认真过至少我有妈，你有吗？,4685995482812442,0
回复明凌蒙初如果真像你说的就是管理出了问题，造成这么大的舆论，这三个省的官员全都得完蛋，你等着看看上面什么时候能处罚。如果没有处罚，是不是就说明除了管理问题还有其他的问题呢？,4685988121285616,0
回复明凌蒙初我不觉得三个省同时管理出问题你懂吗？虽然都说黑吉辽三兄弟，但是你不会真以为三个省好的像穿同一条裤子，共用一套领导班子吧？就算是为了自己的政绩好看，也不可能管理不善到这种地步，你懂吗？三个省这么多个城市一大批政府官员，可能都这么蠢吗？,4685987499738135,1
回复明凌蒙初老懂哥了,4685986783564081,1
回复三河呦呦呦呦呦呦呦呦呦呦你有三观吗还刷新，你压根都没给你生脑子你无中生观,4685965710852888,1
回复兔子不吃葫萝贝我家就是内蒙的，限电了，但是没像东北这么大范围给老百姓的生活都造成这么大的影响啊，内蒙也就是每天路灯关一半的程度,4685849361646184,0
回复尼滴蝶蝶我感觉是管理出问题了，你认为他们是饭桶我也不好说什么，那是你们的地方政府。你觉得有其他原因，说说还有什么原因？,4685848011079784,0
回复三河呦呦呦呦呦呦呦呦呦呦最重要的是，请不要再拿革命先烈开玩笑了，真的，这样不好。,4685845657289049,4
回复兔子不吃葫萝贝一部分人是那钱了，一部分人是没脑子。,4685844299122045,0
回复明凌蒙初所以你就是承认选了三个省的饭桶吗？我觉得你还不如和我一起内涵张作霖呢没觉得谁针对我们，只是按常理想不明白，如果只有一个省这样，我完全赞同你说的地方政府管理不当。但是三个省同时这样，我觉得还有其他原因，仅此而已。,4685843404686416,0
回复三河呦呦呦呦呦呦呦呦呦呦最后我想说，以后请不要随便拿革命先烈开玩笑或者阴阳别人。你一定一些战争的历史，那你更应该明白，战，是为了什么，不战，更代表着什么。请用一颗敬畏的心，对待革命先烈。,4685842964021518,0
回复尼滴蝶蝶确实挺惨的，你可以跟中央反馈反馈,4685842809620068,0
回复三河呦呦呦呦呦呦呦呦呦呦嗯就别扯战争史和那时候领导人的决策问题了，我猜你也不是军事家，所以我还是说说什么东北人退国籍的事吧。这就像是你和家里人闹离家出走一样，不被理解不被尊重，当然要说出来，这样才好解决问题啊！其次嘞，也不排除是他人或者境外不轨之人恶意引战，你也多看看正常人的评论反馈嘛！,4685842473289733,2
回复尼滴蝶蝶那就是你们地方的问题了，目前来看，全国就东北限了民用电，其他地方限的只是工业企业电，那里的问题需要我多说？别老是觉得谁针对你们，挺奇怪的,4685842326487805,0
回复明凌蒙初那我们东北是真的惨，上面选了三个省的饭桶，要几辈子才能真正实现振兴东北。,4685840531588270,1
回复明凌蒙初大哥，一个地方这样，是这个地方政府有问题，那三个地方都这样，按你这意思，三个地方地方政府都有问题。所以你这意思是上面识人不清，选了三个省的饭桶，是这意思吗？,4685840288580713,1
回复尼滴蝶蝶笑了，东北地方政府就不可能？你想说中央针对你们？感觉你们挺奇怪的，一直以为谁针对你们，你们就这么确定不是自家地方政府的问题？,4685839848703973,1
回复三河呦呦呦呦呦呦呦呦呦呦停了三四天了，部分民众有怨言很正常，主要是当时没通知，两眼一摸黑，啥都不知道，原因也不清楚，啥时候来电也不清楚。,4685838803796438,1
回复三河呦呦呦呦呦呦呦呦呦呦是不是东北要独立你就开心了？隔着分裂国家呢你？,4685838632616481,2
回复三河呦呦呦呦呦呦呦呦呦呦倒是你在这里挑外撅，一个劲说东北要闹独立？你啥居心啊？他们说东北三个省一个政府这么不符合常识的事你怎么不给解释解释啊？,4685838493681851,2
回复三河呦呦呦呦呦呦呦呦呦呦谁闹着独立了？不是他们整的像东北三个省就一个政府管？你可挺能臆想别人说的话,4685838162854520,2
回复杨浩其他我不知道，但是我知道有些人手机还有电，在网上嚷嚷着要独立,4685837201311237,2
回复只有一刻认真过我还真不知道停了几个小时，但是评论东北人的反应我是领悟到了，退国籍的，阴阳怪气的，要独立的，确实刷新了我的三观。,4685835969235353,3
回复郭德纲的铁粉888我是被评论震惊到了，停几个小时电闹着要独立，我是服了,4685835239163448,1
回复明凌蒙初经典转移话题，那我就问你，你原话说的地方政府管理不行，请问哪个地方政府权利这么大，能拉三个省外加半个内蒙居民的电闸？你在内涵谁啊？,4685833430633461,0
回复三河呦呦呦呦呦呦呦呦呦呦内蒙也停红绿灯和医院的电了吗，内蒙也有人被困在电梯里？我刚才刷到一个老人被困在电梯里,4685833317122965,8
回复明凌蒙初什么的我不敢轻易揣测我的回复也仅针对楼里说我们碰瓷的,4685832957463803,0
回复尼滴蝶蝶呦急眼了？你让说说怎么停的电又说不出来，就会在这丢人,4685832055949633,0
回复郭德纲的铁粉888确实煽动的太多了我一东北的都看不下去了典型的就是东北骂南方南方骂东北也不知道靠骂能不能解决问题反正微博嘛老粪坑了乌烟瘴气也不是一天两天了,4685831565214069,0
回复明凌蒙初我说张作霖啊？你看不懂吗？那不阴阳怪气的你告诉我谁能让三个省加半个内蒙好几十个城市变成这样？,4685831397443780,0
回复尼滴蝶蝶呦阴阳怪气谁呢，那你说说谁限了东北的民用电,4685829853153328,0
回复明凌蒙初是的是的是张作霖复活了拉的电闸要不然怎么能三个省一起搞一定是他,4685823822266598,0
回复一米八199111放心人口老龄化成那个样子，早晚有一天你们也发不起，现在的东北就是为来去年全中国的缩影,4685819942799458,0
回复渣浪六个名字打回来也是乐死我了，你们谁打回来了，蒋光头的国统区到45年日本投降前期还在丢，我党的敌后根据地根本没有跟日军硬碰硬的能力，还不是日本投降了当时的国共两党政府过来从苏联手里接手的,4685818377535746,0
回复不冷么么啾全国各地都在限电，但限的都是企业和工业的，怎么就东北限民用了？是你们那边的地方政府管理出问题了吧,4685817018321432,0
回复家在北方在远方想啥呢？我国压根从来就不缺电，之前甚至造成大规模的电力浪费，你想想你以前有感觉过缺电吗？这次的缺电是因为国家在推进碳中和，把不是清洁能源的发电给关掉了，造成市场上电力紧张。东北不可能输河北，你也不想想有北京在，河北人民算的了啥，其次，对外输送也是因为能带来更大的利益，是经济原因,4685815085008337,0
回复一米八199111谢谢高贵的南方人,4685813184991048,2
回复一米八199111还好你是无名之辈啊，说话狗放屁一样，你也只能在梦里意淫了,4685812002722989,1
回复一米八199111南水北调，调给的是华北和西北，东北不缺水中学地理没学好吧,4685808994620734,5
回复一米八199111学点地理吧，南水北调什么时候给过东北,4685808030978622,1
回复一米八199111连输送水的地点都错了，你还说什么！,4685807925595503,2
回复一米八199111南水北调输送的是华北和西北，自己去了解一下！,4685807825192603,1
回复惊涛拍岸6042466894东北大米全被你们自己塞了，喝的还是南方的水,4685807066027210,0
回复一米八199111抗战都是南方人啊？多去了解一下当初军队的构成！,4685806960117530,2
回复惊涛拍岸6042466894动不动志愿全国，没南水北调你们还在喝尿,4685806864177642,0
回复一米八199111吃大哥，喝大哥，用完大哥骂大哥！,4685806792873831,3
回复惊涛拍岸6042466894少放屁了,4685806767183126,0
回复一米八199111东北支援全国的时候你忘了？当初没东北，现在有没有你都不一定,4685806653937505,2
回复美别就剩南方北方和西北还是要的,4685805282922445,0
回复一米八199111话说不对的地方是有，但是你说的不用这么过分吧，这么说，干脆把东北丢出去好了呗，就剩南方。你才真正的是搞南北歧视，很高人一等吗,4685802581529494,10
回复烛影深深深几许其实其他南方人和他得区别就是一个敢说一个不敢说罢了,4685796345124426,0
回复家在北方在远方我也看过那个图，有一张都有涂的，感觉不像官方文件，好多都是在猜测，我刷了一会，刷出来了好几个原因，有说送华北的，有说因为煤矿涨价，发电就是亏钱，小发电厂不干了的，有的说是为了绿色发展指标的，有的说是为了东北对抗中央对于工业限电的要求，连民用一起限了的，好多原因，都不知道信那个,4685795724886166,0
回复一米八199111你真的无知,4685795300216539,3
回复哼唧哈喳电力正常，就是网传给华北那边输出电力，我就很生气，气，凭什么我们这边要损失本土居民利益去输出其他地方我这边平时也会停电，因为修什么，但一年也许就一两次。或者个别地区因为打雷停电。,4685793539657687,1
回复家在北方在远方早8点停到晚上还可以接受，医院这种地方也停了，那就是很严重了，唉！希望你们电力早点恢复正常,4685792826624897,1
回复哼唧哈喳我不清楚，我看到热搜了。然后就后来我看了我这边明天早8点停到晚上而且沈阳这边因为要停电交通瘫痪，我看好多人刷突然停电，有的手术做一半停电了，有的人还被困电梯里等等我是准备明天去买蜡烛了,4685791962335802,1
回复郭德纲的铁粉888这不是一个政府一个领导的事，这么大的事也不可能是一个人决定的，所以自己想去吧,4685791558636453,5
回复家在北方在远方还有我真想知道东北真是大规模的在停电吗，一直刷到的是东北停电，真的扩大到这么恐怖吗？东北地区太大了，前几天我们武汉这也发了停电通知，但只是个别小区停几个小时而已，要是东北都这样了，那我晚上还是不全程开冷气了，为国家省点电吧,4685790703517931,0
回复一米八199111这历史真的好呢没南方人，东北不至于成殖民地当时南方军阀乱，蒋与张学良联手，张带兵在北京平南方内乱，鬼子偷袭，蒋不让张抵抗，张学良没带兵回来。张学良只对不起东北，并没有对不起中国,4685789441037974,4
回复哼唧哈喳本来就是啊东北等其他地方限电，深圳等其他城市还在亮。这是一个中国吗骂得没有吧,4685788752645484,2
回复三三因为我平时留口德吧，老天爷保佑，看不见那些污言秽语我长眼睛是为了看见世间美好存在的，但凡是长了眼睛的，都想看见美好的东西吧那些看不见的人，希望看见的东西肯定也是美好的。,4685788358641672,0
回复家在北方在远方好多人在讽刺深圳和南方啊，虽然对比强烈，但停真不是深圳的错,4685788326137127,0
回复家在北方在远方可多了，眼睛不瞎看得到，太败好感了,4685787523977487,0
回复郭德纲的铁粉888因为我们东北供我们自己的电够自己用，但是现在我们神奇的不够用了，你说，怎么回事？,4685785925945459,0
回复哼唧哈喳南水北调工程骂不了东北我们东北圣山，长白山。长白山天池，三江源头。不缺水，长城谣这首歌你可以去听一听,4685785363648463,1
回复哼唧哈喳骂的是南方人嘛难道不是骂得给关内送，我们这边限嘛。自身难保还要管别人真长子行为然后就各种说我们资源南下。没骂南方吧或者你找几个给我截图我帮南方人骂回去,4685784990616276,2
回复修普诺斯哟就东北做贡献了？没南方人你东北成日本殖民地了,4685784571970738,5
回复修普诺斯哟东北好地方，东北人真的狗,4685784349149726,0
回复家在北方在远方电是现代生活最重要的物资，看这次热搜应该是偶发的吧，如果送会时不时影响到你们的正常生活，你们就应该反抗，但是如果是不小心的突发事件，那就没必要抓住骂，我想华北居民肯定也不会想你们断电的，就像湖北是南水北调的中线工程，如果我们这停水的话，去骂北方人也有点怪,4685784127377190,0
回复一米八199111早年没有东北，都没有你们现在这帮人，白眼狼,4685783288516842,15
回复一米八199111我也希望东北资源，东北人才如此可是事与愿违啊,4685782776548712,0
回复太王冈不就是东北政府无能停的电？,4685782101525674,1
回复家在北方在远方就待在东北吧别出来,4685781819720100,1
回复一米八199111东北政府停的电？养老金那是国家调的和我们有啥关系？国家欠我们的至于从哪来和我们有关系么,4685780876266610,4
回复哼唧哈喳没搞对立吧可以送，但没必要限本土居民的电啊而这么多年我们奉献精神还不能说了如果自己都不够，为什么要输送其他地方,4685780775600858,0
回复一米八199111东北人去外地也会交当地社保啊，又不是不交白嫖,4685780196263176,9
回复三河呦呦呦呦呦呦呦呦呦呦去学学历史，当时张学良带兵在北京呢，关内军阀，与蒋联手。鬼子突袭，张学良对不起东北，他可没对不起中国义勇军进行曲唱谁的东北抗联你吃了一枪不放丢东北，唐生智呢,4685775398506103,4
回复小楼半生脉脉风鲁固直流输送山东这个好多年了，年年都输电给山东,4686022480756998,1
回复小胡律师爱足球上面写的923，而且东三省都是923突然断的电,4686008954128721,0
把各大电厂发了多少电贴出来就明白了！,4685989715382845,0
手写单子很常见啊，楼里为啥那么惊讶,4685813642428629,0
鲁固直流工程，2017年9月22号，辽宁电力交易中心发布了特高压鲁固直流第一阶段调试期间东北送山东挂牌交易公告，外电入鲁项目的分支,4685768927220412,1
有涂改确实不太严谨我一小公司的文件都是全部打字的只有签名是手写的但是也不能百分百说明是伪造的文件,4685762844691881,7
回复蒙东不归东北管,4685760353272220,0
回复大家别喷我报要是有用就好了0081930808查看图片,4685759502091223,0
回复蜜三刀的甜久久不化涂改咋了？还不让改了？,4685758553918836,1
还能涂改呢，真牛,4685758360715860,12
回复君思睿您的意思是该文件是假的？,4685753617221923,0
这个协议好多年了，输送的是东三省的盈余，既然输出没问题，那一定是发电端出问题了,4685751788506419,42
这就恶心了，这样子搞，不正常,4685746139827306,9
不患寡而患不均啊，要停大家一起停，要限大家一起限，谁都没意见，一边灯火通明，一边漆黑一片，有点搞心态了吧,4685731089352732,565
既然说是为了防止涨价，调控经济，那就全中国一起来，我肯定支持。提前做规划，未来一星期，某城市某区域，某时间段，停电一小时。然后换别的地方，全国整一遍。光可东北肯定不行。,4685727248158082,288
那可不行，北京上海1分钟都不能停,4685727780309934,303
现在南方工厂就是这样，轮流生产，只有不到一半的时间可以开工，有些商场也不开中央空调了，不过东北停民用电属实过分了,4685729668005967,216
北京你说啥？停我电？使了个眼神河北停我的！停我的！谄笑,4685735887636307,154
真是往死里整东北呀，东北本来就老人多，天天爬楼梯吗？？？,4685745380131346,57
我都合计停电行停水也行多少给点通知吧，家里老的老，小的小，提前备点水，整个充电宝，咱都不挑理，限电行，为国家做贡献了，但是连个通知都没有，一点准备都没有，都停电了才来通知，也不知道通知啥了,4685740975855226,42
东北负责的领导人该好好想想怎么汇报，怎么搞出这种事，全国都在限电，为啥就东北搞得这么夸张,4685786903743595,24
我只会一刀切，其他管理办法想不出来也懒得想，有本事把我换了，没本事就闭嘴，我才不管你死活,4685749695808296,15
我也想同意，关键是现在只限东北明白吗，南方人山东人别来跟我说你们也限电，麻烦看看今天的热搜东北有多夸张,4685755290485732,23
貌似我们也限电，但是工厂的，民用照常用，民用没多少电的，工业用电耗电居多，东北当地政府处理的属实有点问题,4685730409877517,16
你不会以为南方不限电吧？我们政府处理的好，不像你们那里一刀切，所以我们不影响民生。,4685969325820700,1
南方也停啊，只是没上热搜,4685781572782999,6
没看新闻。。。抱抱东北同胞,4685769937784948,2
广州这边工厂限电很久了。。。,4685764766205912,2
苏州的工厂企业陆续在停了民用电暂时没停过,4685809455730340,0
我们有一年限电，公司只能开电脑的电，其他的什么都不能用电，灯都不让开，幸好不用加班,4685807836990986,0
虽然不是东北的，我也同意但是可不可以晚上都下班做完饭洗完澡没事了之后再停电,4685783229006662,1
只能说本广东限电已经很多工厂硬撑了，只是民电轮流停个意思意思，不影响表面正常。没必要对比哈，各地政策执行而已。,4685789479306142,2
先把观赏性灯光全停了啊！,4686069516208080,0
北京大老爷可不愿意,4686066818223315,0
我们这也限电，但是都会提前通知，而且都是白天停电。,4686005145964498,0
我们南方就是啊，我在的城市和我爸妈待的城市就是一个区一个区的限，错峰限，我妈刚接电话还在说她明天下午不上班，通知要停电，而且我们省一直都是这样，也不是突然搞的，不知道为什么动不动就来一句南方偷北方的电，南方是一直在限，而不是一刀切，不去骂一刀切的城市，反而骂南方，真的好冤,4685815571549574,1
我河南的，我们也限电。但是政府都安排好了，不慌啊，这是地区问题。不是地域歧视,4685814937946159,0
南方这里偶尔也有停,4685804838852300,0
我这边也是限工业用电，单位空调也不开了，但日常生活用电不受影响,4685793748321510,0
我们一直在有计划的停啊，从年初限电到现在，你们没有吗？,4685788979140342,0
你咋不死呢,4685781139980726,0
深圳工厂全部上夜班就白天没电,4685773784220172,0
没水我能挺三天没电一秒都活不下去,4685767073598188,0
我是江苏的，我同意。提前通知就行,4685787032977664,1
除了东北，全国各地各大城市的玻璃幕墙晚上可以关灯吗？难看死了，还费电,4685730997604039,24
某些地方的官员只会一刀切,4686074469421625,0
回复不想不想不想睡你看有人发的截图，限电要求的时间是临时决定的，根本没给你提前协调的时间，要你限制多少你就得限制多少。重点不是南方限制没限制。而是提前告知。,4686146895876267,0
回复别动我的猪限电是东北这边某些政府自己没做好，和其他地区都无关,4686089035711210,0
回复松鼠可乐其他地方早就规划好了，没有影响到民生用电，东北是自己某些地方政府没有规划好，导致要交作业了临时抱佛脚连居民用电都停了懂吗,4686088716681269,0
回复别动我的猪各地政策执行的偏差，不代表政策是错的，看评论感觉好多人情绪被煽动得很偏激了。,4686041011197060,1
回复别动我的猪在深圳工作，事实是这边确实也在限电，会提前通知，企业停工，调休。正常情况都不停民用电，生活不受影响。也有小部分管理不当的工业园会把园区宿舍的电也一起停，一停停一天，深圳现在30度左右，没有电也不好受。还是要看管理吧，就像同样在深圳，同样是限电，也一样有这样不同的情况,4686040101555657,1
像南方其实也限的，很早就开始使用分时电表，鼓励错峰用电。,4685949831218609,0
回复松鼠可乐江苏停的可是工业，整个9月完全不生产，那些企业主有多苦，东北经济相对差一些，地方是为了保经济而限了民电吧。,4685941518895055,0
回复同情东北人，但我南方人好无辜。平白无故被白被骂,4685889546748278,0
回复17不知道这样突然停电会不会影响到呼吸机,4685860857971394,0
回复又是我们问题了，是国家电网啊家人,4685855958237329,4
同意,4685840633299692,0
回复冰凉甜爽小西瓜你别听那个说你内卷的人瞎说。我好怕好不容易你这样理智的南方人对东北有些改观，又被他搞臭了,4685838787019310,0
回复你搜下东北电消耗一直都是全国倒数，东北达标为什么还要限，因为要给别的省,4685826434534564,0
回复别动我的猪我觉得主要是东北政府的能力问题,4685823431935595,0
回复可爱砚那挺好的，不是一刀切，必须用的电让用，能不用的就不用,4685810165093981,0
回复当地较为有名的温婉可爱女子哈哈，抽签吧，每周选24个地方，抽到几点停就几点停。。。公平公正公开。像彩票似的，全国直播。哈哈这都是我的臆想,4685804741856339,0
回复本来年轻人就少，整这样谁乐意待。,4685791266345249,0
南方也限电，只是当地政府有通知或者怎么样，而且南北方电网应该不是同一个,4685787398673047,0
回复别动我的猪南方确实限电了，限工业电，坐标湖南002195601202查看图片,4685780331270444,0
回复蒙德城鸽子杀手不太可能啊有的地方经济好啊。肯定要因地制宜,4685779940411353,0
回复精神分裂我们没说工厂的电，我们说全国和东北一样拉居民用电的闸,4685778707810077,1
回复松鼠可乐所以才要说计划用电啊，广东这边五六月份就开始限电了，七八月的高峰时候有部分居民用电也断了。只是都有提前通知，加上没有像东北这次一样大面积的停电,4685776819850568,2
回复别动我的猪政府自己的锅。人民日报都发文了。别的省对于国家政策都做的好。东北政府自己摆烂,4685775184857854,1
回复末日来了也好笑了笑了,4685774999787131,0
回复蒙德城鸽子杀手你不知道广东这边工厂开一天停6日，有些是开3停4吗？全国都是那样,4685772631051150,1
回复别动我的猪东北什么时候开始限电，南方都限了几个月了,4685771254007494,0
回复布丁柠檬1988对啊，所以不能一刀切,4685768352599190,0
回复精神分裂你看新闻了么，工业用电限了，还是缺口巨大，才限的民用。,4685768151007496,1
回复找寻伊瓦苏你再看看下边的评论，东北三省只有一个黄的，另外还有国网的停电通知,4685764749951716,1
回复小蓝莓全力保障首都人民用电,4685756801487461,1
回复外贸那确实是卷，过度扩张产能，所以现在双控政策越发严格了，不过卷也是老板卷，打工人表示跟我没啥关系,4685754779830600,4
回复如果你爸妈七八十岁，有电梯坐不了只能爬楼梯，你啥感觉？？？,4685753709757632,0
回复我内卷？？？请问您哪里看出来的,4685753042864811,0
回复是你们东北地方政府的问题，你看人民日报,4685748769392855,0
回复就是，江苏这早停电了,4685748329253519,0
兴百姓苦亡百姓苦罢了,4685788908359576,45
回复山禾水柑桔橘小粉红你又装成个人了是吧,4685804671075325,22
说再多又能咋的？你我只不过就是蝼蚁，能翻天覆地？能改变什么？最多的也就上网抱怨两句，仅此而已，别拿自己太当回事，也别觉得别人都应该把你当回事，平常心就得了，能活着就不错了。,4685771979623387,8
一坐山来啦，告诉我今天拿了多少钱,4685774497515484,4
再苦不能苦老爷啊,4685978427983979,1
多好的人民啊,4685764724524582,1
回复骑着大马挎洋刀二极管？美爹放水全世界遭殃就不能说了，爱国就要砸手机？你这脑子想得。。。对国家评判非好及坏，简单的要命,4685978826441037,0
回复雪国暮色呵呵，你说这些我以前信，现在，我不信。不自己亲身经历，我也认为满地都是行走的50，自己亲身经历以后才知道谁才最应该被扫被除。,4685954420573846,0
回复山禾水柑桔橘你也就一口嗨,4687199234950762,0
回复山禾水柑桔橘来给全家赚丧葬费啦？,4687086344733195,0
回复给我一个吻哦可以不可以是的，没摊上事的时候我也相信岁月静好，摊上事了我才发现天下乌鸦一般黑。,4686052301997989,0
回复给我一个吻哦可以不可以嗨，有些人就适合活在新闻联播里。,4686047231869648,0
回复骑着大马挎洋刀总结你基本没脑子复杂点问题就只能二极管,4686012905162806,0
回复骑着大马挎洋刀开始了二极管讨厌美就是粉红你这脑子回去修一修吧另外比起粉红更恶心神蛆神蛆可是自带干粮的舔,4686012716684360,0
回复爱做雪鱼煲小粉红还认美为爹？,4686005171390043,1
回复骑着大马挎洋刀华为很牛逼，中国有这样的企业很骄傲，以后这样的企业还会越来越多,4685979770684953,0
回复爱做雪鱼煲呦，这么爱国怎么不拿起你的型锁砸了你的买为。,4685975311090554,0
回复骑着大马挎洋刀我爹妈不赚你美爹的缺心眼的钱,4685971575277532,0
回复买啥跌啥呦，举报电话就在那，要不您打个电话试试？,4685962518988956,0
回复的夕阳粉牛逼这话都敢说,4685929321334032,0
回复山禾水柑桔橘你举报一下他，我想看一下，是他被抓，还是你被罚,4685833842722344,0
回复科花生今天晚上就回去,4686082719094091,0
什么时候回来建设祖国发光发热奉献一下小我呀,4686059524855841,0
回复44国庆不一样。难道你想和美利坚一样。不知道什么时候就被枪打？在国内只有恐怖分子，极个别会发生。国家护你周全，你现在却因为一点小事大放厥词。,4685808952414724,0
回复44首先我们是民主专政，你可以提出建议是公民权利。但是你不可以质疑，因为所有的政策都是无数人民经过层层讨论得出的民意。你一个质疑，否定了万千人的努力。你觉得质疑对吗？,4685806239222676,0
回复44？？自己做错事就推脱到别人身上？？,4685802867527915,0
回复44不是你被。是你就是。不说别的，国家政策你为什么要违背，你为什么要质疑？你觉得你比人家高明？,4685802075066147,0
回复夕阳中国人出了你这种拜类！,4685800853477099,0
你还用华为米怎么说这种话？？？,4685800698546753,0
回复0616呵呵，你很勇哦,4685762294975428,0
回复自己体会,4685745937451290,0
回复44哈哈哈哈哈哈哈哈真的还有被打成50,4685736525169410,3
表情自己体会去,4685736463306408,0
回复44好吧打扰啦,4685736152400194,0
回复鹿野苍奈名字倒没特别意思，想多了哈哈,4685735896023089,0
回复金牧石什么牛马发言,4685735795623967,0
回复44名字起的不错呢，看得出你良苦用心,4685735397690149,0
你算什么东西,4685733586273913,1
哎呦，这给你能耐的,4685733078499342,6
先把我举报了吧，我真是不理解，东北没人要了？,4685732050376529,5
倒退五十年，东北妥了,4685755472153091,439
都不用50年，十年前辽宁内蒙人均还全国第三第四呢,4685762127463729,225
真能倒退五十年东北可别干那费力还挨骂的事儿了，发展好自己是正事儿,4685781002621566,119
就是说和朝鲜差不多,4685775277658468,46
苏联阿嚏！谁念叨我呢？！,4685773473056118,29
真要是倒退50年，那不就妥了么，那就没啥所谓的长公主啥事儿了，东北才是长子。。,4685796836378043,28
倒退五十年哪有那么好的好事啊,4685809695330782,18
倒退五十年，东北就是全中国最发达的地方,4685970299424036,11
嗯，你这话没毛病，倒退50年，全国都得看东北的脸色，唉时事境迁啊,4685808840216116,14
年头无所谓，只要是倒退就比现在好，也比以后好。,4685827168537803,6
多亏那位老人在南边画了个圈,4685859843211964,4
笑死，真挺好,4686038436155550,0
我家辽宁的，24年前我家买楼全款花10万，整个小区卖的噌噌快，往前退退那时候可能是真的行。,4685818721468495,6
倒退五十年？好耶,4686074506907193,0
上世纪东北的教育就是怪物一样的存在，人口一直流失，文化水平名列前茅，东北被快手那些货害的不惨，让全国人民只看到差的没看到好的,4685917485007425,1
我在想东北直播那群神秘组织没电没网怎么办老铁喂老铁老铁你在哪！！。,4685791269750731,1
笑死了还有这等好事？,4685968314990649,0
刘浪狗淦可不是嘛,4685808990687593,0
